Mode,Indoor Temp,Indoor Humidity,Air Velocity,Globe Temperature,Outdoor Temp,Outdoor Humidity,Thermal Preference,User Id,Condition
AC,24.8658533,68.89315500000001,0.23,25.95,83.0,73.0,No Change,4.0,1.0
NV,28.523658750000003,77.92713805,0.02,29.65,91.0,58.0,Cooler,36.0,17.0
NV,27.6887398,79.48061254999999,1.09,28.6,91.0,61.0,No Change,31.0,16.0
AC,24.733455,69.976585,0.15,26.4,90.0,60.0,Cooler,42.0,2.0
AC,25.44734,67.6346027,1.04,25.85,91.0,60.0,No Change,47.0,4.0
NV,25.6596031,69.50813725,0.38,26.1,91.0,54.89796923,No Change,25.0,18.0
NV,27.72992225,77.1736231,0.08,28.6,90.0,58.0,Cooler,29.0,16.0
NV,27.43472765,67.19831464999999,0.24,27.8,94.0,56.0,Cooler,41.0,17.0
NV,28.0564146,78.3970871,0.17,28.95,91.0,57.0,Cooler,19.0,17.0
AC,24.8542728,61.30048265,0.07,26.1,90.0,53.84551064,No Change,51.0,1.0
AC,25.53478625,66.65420225,0.05,26.6,88.14702575,58.0,Cooler,52.0,2.0
NV,28.34041365,74.849875,0.07,29.2,91.0,58.0,Cooler,26.0,17.0
AC,25.674645,75.8780078,0.22,26.2,90.0,59.0,No Change,60.0,3.0
AC,25.17013435,72.73873499999999,0.18,26.450000000000003,92.0,56.0,Cooler,34.0,2.0
NV,28.35708,73.904775,1.6,29.0,90.0,57.0,No Change,27.0,19.0
NV,27.24390985,80.3270028,0.74,28.3,88.0,62.0,No Change,11.0,19.0
NV,29.736228,71.6406024,0.21,30.4,92.0,54.0,Cooler,57.0,17.0
NV,28.70016365,68.11952,0.68,29.4,93.0,48.0,Cooler,45.0,17.0
AC,25.43371865,73.53509745,0.15,26.35,92.0,55.0,Cooler,27.0,2.0
AC,25.14348315,71.3987877,0.73,25.75,94.0,53.0,No Change,32.0,4.0
AC,25.0995734,66.1507477,0.67,25.700000000000003,90.0,61.0,No Change,25.0,4.0
NV,26.6446638,73.21355,0.02,27.5,82.0,76.0,Cooler,4.0,16.0
AC,25.55190235,65.99576,0.06,26.25,90.0,60.0,Cooler,25.0,2.0
AC,24.59179495,63.6278339,0.05,25.8,92.0,53.0,No Change,58.0,1.0
NV,25.8066244,70.19372,0.26,26.3,91.0,55.0,No Change,29.0,18.0
NV,27.98451805,80.74121305,0.19,28.8,87.28795519,66.0,Cooler,9.0,17.0
AC,25.0099273,60.2925516,0.84,25.5,88.0,62.0,Warmer,12.0,4.0
AC,25.3058491,76.48246,0.42,25.85,91.0,60.0,Warmer,48.0,4.0
AC,25.48567595,73.44883,0.18,25.9,87.61468471,61.0,No Change,41.0,3.0
AC,25.3058491,76.48246,0.42,25.85,91.0,60.0,Warmer,45.0,4.0
NV,27.5314093,75.8627979,0.15,28.4,86.0,67.0,No Change,1.0,17.0
AC,25.57848805,69.79694,0.22,26.05,89.0,53.0,No Change,52.0,3.0
AC,24.57584655,57.65394135,0.04,25.6,83.0,73.0,Cooler,5.0,2.0
AC,25.3176384,74.67751000000001,0.31,25.85,92.0,59.0,No Change,47.0,3.0
NV,29.07201785,73.97003555,0.06,30.05,92.0,56.0,Cooler,56.0,16.0
AC,26.4224701,63.79737305,0.53,26.95,91.0,55.0,No Change,15.0,4.0
NV,29.51381805,76.483585,1.02,30.200000000000003,92.0,57.0,Cooler,41.0,18.0
AC,25.4883105,73.39035000000001,0.21,25.85,88.0,61.6148999,No Change,42.0,3.0
AC,25.82515905,70.769335,0.16,27.0,89.0,55.0,Cooler,53.0,2.0
AC,25.42826365,67.9406524,0.38,25.85,91.0,57.09444568,No Change,27.0,3.0
NV,26.755024,75.47792000000001,0.1,27.9,87.0,62.0,Cooler,53.0,16.0
AC,25.4852362,72.59637000000001,0.6,26.05,89.0,52.0,Warmer,52.0,4.0
AC,25.6104712,60.81998,0.15,26.05,89.0,63.0,Cooler,25.0,3.0
AC,27.36964795,81.37462500000001,0.38,28.35,88.0,63.0,Cooler,9.0,4.0
NV,26.43474005,73.87907725,0.03,27.35,86.0,63.0,Cooler,52.0,16.0
AC,25.7211838,76.17645805000001,0.03,27.25,83.0,73.0,Cooler,5.0,2.0
AC,24.7689409,72.381058,0.08,26.05,93.0,53.0,No Change,47.0,2.0
AC,29.26936685,75.98696000000001,0.42,30.1,91.0,58.0,No Change,16.0,4.0
NV,28.35708,73.904775,1.6,29.0,90.0,57.0,No Change,25.0,19.0
NV,25.54950615,70.42307,0.03,25.950000000000003,93.0,52.0,Warmer,47.0,16.0
AC,25.57991885,66.15097895,0.09,26.15,91.0,57.0,No Change,14.0,1.0
NV,27.2373285,75.074165,0.54,28.05,87.0,61.0,No Change,50.0,18.0
AC,25.29170035,73.92295200000001,0.07,25.75,92.0,58.0,No Change,45.0,3.0
NV,27.4584055,74.27718999999999,0.09,28.2,84.0,71.0,No Change,1.0,17.0
NV,28.5028057,73.71183289999999,0.24,29.3,94.0,55.0,Cooler,41.0,17.0
AC,25.217021,62.9532509,0.23,26.05,83.0,73.0,No Change,4.0,4.0
NV,28.1159983,74.05206305,0.14,28.9,90.0,56.0,No Change,28.0,17.0
NV,28.1810989,67.2262777,0.09,28.8,93.0,46.0,Cooler,46.0,19.0
AC,25.6841412,60.26895,0.31,26.1,89.0,63.0,No Change,27.0,3.0
AC,24.8336972,69.80966565,0.09,25.55,93.0,53.0,No Change,35.0,2.0
NV,28.1482096,74.46728745,0.25,29.05,90.0,57.86501955,No Change,28.0,17.0
AC,24.2790775,68.2382672,0.13,25.3,89.0,64.0,No Change,45.0,1.0
AC,24.77120795,64.7557232,0.04,25.55,87.0,64.0,Cooler,23.0,2.0
AC,28.75246105,77.69266745,0.18,29.4,92.45391631,55.0,Cooler,34.0,3.0
NV,29.44348435,74.049395,0.86,30.2,89.0,58.0,No Change,18.0,18.0
AC,24.2068288,67.79967500000001,0.06,25.25,87.0,66.0,No Change,20.0,1.0
AC,25.03423025,62.0025569,0.41,25.85,89.0,62.0,No Change,26.0,3.0
NV,28.1936712,74.08189,0.49,28.85,90.0,57.0,Cooler,30.0,19.0
AC,25.7857256,73.1514,0.1,26.75,91.0,59.0,Warmer,57.0,2.0
NV,29.02581735,75.77595500000001,0.7,29.85,90.0,59.0,Cooler,42.0,19.0
AC,25.0596764,67.46126705,0.11,25.75,90.09168622,60.09168622,Cooler,30.0,1.0
NV,27.9270697,78.45029,0.68,28.95,91.0,58.0,No Change,32.0,16.0
NV,27.2297106,80.2595253,0.63,28.35,88.0,62.0,No Change,12.0,19.0
AC,25.54172325,68.92381499999999,0.1,26.6,89.0,61.0,Cooler,9.0,2.0
NV,29.59664415,71.77473,0.76,30.35,92.0,53.0,No Change,60.0,18.0
AC,24.87618635,69.1668231,0.14,26.05,83.0,73.0,Cooler,5.0,1.0
AC,25.33085725,72.80657,0.74,25.85,91.0,58.0,No Change,45.0,4.0
AC,25.2967,61.861315000000005,0.24,25.9,89.0,57.0,No Change,53.0,4.0
AC,25.32947065,67.46198695000001,0.3,25.75,91.0,56.09573812,No Change,26.0,3.0
NV,27.6431484,76.4995576,1.1,28.5,87.0,67.0,No Change,1.0,19.0
AC,25.69550105,75.77646715,0.33,26.25,90.0,58.0,No Change,57.0,3.0
NV,27.71040535,79.386945,1.23,28.65,91.0,61.0,No Change,35.0,16.0
NV,27.72413065,75.60469434999999,0.11,28.65,88.83321587,58.0,No Change,50.0,17.0
AC,25.0463774,67.89810499999999,0.06,25.75,90.0,60.0,Cooler,29.0,1.0
NV,28.2296936,79.77403000000001,0.54,29.1,90.95917264,60.0,Cooler,22.0,19.0
AC,24.50745225,63.892345,0.03,25.6,92.0,54.03616543,Cooler,55.0,1.0
NV,28.2101202,78.130925,0.37,29.15,91.0,58.0,Cooler,23.0,17.0
NV,27.81130785,78.54907765,0.65,28.75,88.0,66.0,No Change,2.0,18.0
NV,28.523658750000003,77.92713805,0.02,29.65,91.0,58.0,Cooler,31.0,17.0
AC,25.3101883,68.550695,0.73,25.950000000000003,88.0,63.94702991,Warmer,19.0,4.0
AC,24.68198905,68.855195,0.15,25.85,93.0,52.0,Cooler,45.0,2.0
AC,24.7888558,66.630715,0.05,25.6,94.0,54.0,No Change,31.0,3.0
NV,29.44348435,74.049395,0.86,30.2,89.0,58.0,Cooler,17.0,18.0
NV,29.10197295,73.975365,0.11,30.1,92.0,56.0,Cooler,59.0,16.0
AC,25.4909477,73.399675,0.35,25.9,88.0,61.38445218,No Change,42.0,3.0
NV,27.81130785,78.54907765,0.65,28.75,88.0,66.0,Warmer,3.0,18.0
AC,25.05919145,71.16364999999999,0.21,26.05,91.0,57.0,No Change,35.0,1.0
NV,27.72413065,75.60469434999999,0.11,28.65,88.83321587,58.0,Cooler,54.0,17.0
NV,29.476764,74.0503044,0.18,30.1,92.0,56.0,Cooler,36.0,19.0
AC,25.89784765,78.6051322,0.68,26.9,90.0,61.0,No Change,28.0,4.0
AC,25.27756195,67.9945975,0.23,26.3,90.0,59.0,No Change,42.0,3.0
AC,24.4298935,69.933345,0.54,25.25,83.0,73.0,No Change,3.0,4.0
NV,27.5859369,76.22223275,0.58,28.55,88.82535889,59.0,No Change,51.0,19.0
NV,26.64318375,77.81644,0.34,27.8,89.0,61.0,No Change,9.0,19.0
NV,26.59933085,73.71331705,0.06,27.450000000000003,86.0,63.0,Cooler,49.0,16.0
AC,25.7223743,67.601495,0.44,26.1,90.0,55.14502996,No Change,14.0,4.0
AC,25.3045614,76.120945,0.39,26.0,92.0,60.0,No Change,47.0,3.0
AC,24.59179495,63.6278339,0.05,25.8,92.0,53.0,No Change,56.0,1.0
AC,23.43789155,66.086117,0.14,24.65,89.0,65.0,Cooler,43.0,1.0
NV,29.8205519,76.342365,0.11,30.5,93.0,56.0,Cooler,38.0,16.0
NV,27.5495987,71.271965,0.38,28.45,92.0,55.0,No Change,59.0,19.0
NV,29.81506415,70.893145,0.27,30.5,92.0,53.98572117,Cooler,55.0,17.0
NV,29.1448517,74.22372195,0.1,29.9,90.0,59.0,Cooler,14.0,16.0
NV,29.71229365,76.92506,0.59,30.35,93.0,57.0,No Change,37.0,18.0
AC,25.42998695,59.0868149,0.05,26.1,91.0,55.0,No Change,14.0,2.0
NV,28.16462815,80.59476,0.05,29.25,88.0,66.0,Cooler,7.0,16.0
AC,26.6239548,74.85732,0.26,27.15,93.0,54.45409424,No Change,34.0,3.0
AC,24.81021435,66.186105,0.41,25.4,89.0,63.0,No Change,23.0,4.0
NV,29.401518000000003,73.42459,0.04,30.3,92.0,55.0,Cooler,57.0,16.0
NV,27.7569967,78.4944672,0.92,28.65,87.0,65.59896381,No Change,1.0,18.0
AC,24.1710491,60.92527965,0.58,24.65,83.0,73.0,No Change,4.0,4.0
AC,25.53432465,66.39678,1.02,26.15,89.0,57.0,No Change,49.0,4.0
AC,25.2201032,61.53530775,0.18,25.8,89.0,57.0,No Change,54.0,4.0
AC,24.0617094,65.2737846,0.17,25.2,87.0,66.0,Cooler,19.0,2.0
NV,27.37170275,80.658495,0.87,28.5,88.0,62.0,Cooler,7.0,18.0
AC,26.7131529,75.22815700000001,0.27,27.25,93.0,54.54611805,No Change,31.0,3.0
NV,28.21619415,79.23662235,1.0,29.15,91.0,59.0,No Change,20.0,19.0
NV,27.4778919,75.31259,0.34,28.25,86.0,68.0,No Change,3.0,17.0
NV,25.86277155,67.22079500000001,0.84,26.15,89.45417428,62.54582572,No Change,32.0,18.0
NV,28.3860197,74.00213,0.85,29.3,92.0,55.0,Cooler,58.0,19.0
NV,27.9660015,72.60140000000001,0.09,28.95,88.0,57.0,Cooler,51.0,17.0
NV,29.1541548,75.44713999999999,0.97,30.05,91.0,58.0,No Change,38.0,19.0
AC,25.00824545,61.378465000000006,0.09,26.15,90.0,54.0,No Change,49.0,1.0
AC,23.89018825,65.62138999999999,0.06,25.25,90.0,62.0,Warmer,39.0,2.0
NV,27.46960355,76.7434977,0.31,28.45,88.0,60.0,No Change,50.0,19.0
AC,25.36683465,68.528445,0.67,25.7,91.0,60.0,No Change,47.0,4.0
AC,25.63090805,77.69760755,0.65,26.15,89.0,63.0,Warmer,55.0,4.0
AC,25.4258623,69.37249695,0.46,26.0,87.0,64.0,No Change,23.0,4.0
NV,28.70465705,74.40958499999999,0.12,29.65,92.0,55.0,Cooler,60.0,16.0
AC,25.23486425,69.1292,0.03,25.9,89.0,63.0,Cooler,45.0,2.0
AC,25.03749245,75.901905,0.09,25.9,91.0,58.0,No Change,29.0,1.0
NV,27.90806575,73.04190775000001,0.63,29.0,92.0,54.0,Cooler,57.0,19.0
AC,25.51999855,68.14429,0.22,26.3,90.0,60.0,No Change,40.0,3.0
AC,25.5452836,57.64316,0.11,26.4,91.0,56.0,Cooler,14.0,2.0
AC,25.2427835,72.64668785,0.17,25.75,93.0,55.0,No Change,31.0,2.0
NV,29.3854444,74.40034485000001,0.84,30.15,91.0,58.0,Cooler,15.0,18.0
AC,25.6225691,72.066778,0.08,26.5,83.0,73.0,Warmer,2.0,1.0
AC,27.36964795,81.37462500000001,0.38,28.35,88.0,63.0,Cooler,7.0,4.0
AC,25.5301969,66.84052,0.3,25.9,91.0,61.0,Warmer,46.0,3.0
AC,24.83875945,66.35274785,0.69,25.5,89.0,54.0,No Change,35.0,4.0
AC,24.98846825,65.756475,0.29,25.55,95.0,53.0,Warmer,36.0,4.0
NV,27.89164355,80.28480775,0.26,28.75,87.0,67.0,No Change,11.0,17.0
AC,25.38718985,67.34399805000001,0.74,25.65,91.0,54.0,No Change,26.0,4.0
AC,25.3183527,74.67086705,1.1,25.8,91.0,58.0,Warmer,45.0,4.0
AC,24.61979865,69.36933,0.16,25.8,91.0,55.0,No Change,28.0,2.0
AC,24.845932,71.195115,0.08,26.45,89.0,60.0,Cooler,8.0,2.0
NV,27.82118325,78.55417,0.65,28.8,88.0,65.0,Cooler,6.0,18.0
NV,27.6555643,76.597229,0.55,28.5,87.0,67.0,Warmer,3.0,19.0
AC,25.3183527,74.67086705,1.1,25.8,91.0,58.0,No Change,47.0,4.0
AC,24.7277887,69.61462,0.08,26.4,90.0,60.0,Cooler,38.0,2.0
AC,25.1428541,68.0492024,0.39,26.05,89.0,61.28816928,No Change,10.0,4.0
AC,25.46557855,77.5171,0.09,26.05,89.0,63.0,Cooler,58.0,2.0
NV,28.63204125,66.743405,0.83,29.35,93.72225186,47.0,Cooler,46.0,18.0
AC,25.2201032,61.53530775,0.18,25.8,89.0,57.0,No Change,52.0,4.0
AC,24.01170645,65.390785,0.05,25.15,87.0,66.0,No Change,24.0,2.0
NV,26.98065565,77.210965,0.34,27.95,90.0,58.0,No Change,30.0,18.0
AC,23.43789155,66.086117,0.14,24.65,89.0,65.0,No Change,46.0,1.0
NV,28.30006695,78.896755,0.03,29.3,91.0,59.0,Cooler,22.0,16.0
NV,27.7656975,68.397755,0.11,28.15,93.0,46.28429978,No Change,47.0,16.0
NV,27.752233500000003,80.19243205000001,0.27,28.700000000000003,87.0,67.0,Cooler,10.0,17.0
AC,25.68664,65.914108,0.35,26.15,89.0,53.0,Cooler,52.0,3.0
AC,25.68664,65.914108,0.35,26.15,89.0,53.0,No Change,51.0,3.0
NV,28.1810989,67.2262777,0.09,28.8,93.0,46.0,Cooler,48.0,19.0
NV,27.9270697,78.45029,0.68,28.95,91.0,58.0,No Change,35.0,16.0
AC,24.35074325,61.706855,0.41,24.950000000000003,90.0,62.0,Warmer,20.0,4.0
NV,26.52745625,74.61818790000001,0.28,27.55,91.0,57.0,Cooler,26.0,18.0
NV,25.8236523,67.809045,0.06,26.65,82.0,76.0,Cooler,5.0,16.0
AC,25.2849809,72.16737499999999,0.13,26.0,93.0,56.0,No Change,31.0,3.0
AC,25.6406717,67.26145555,0.34,26.0,90.0,63.0,No Change,47.0,3.0
NV,26.6446638,73.21355,0.02,27.5,82.0,76.0,Cooler,5.0,16.0
AC,24.42423815,72.63083,0.04,25.4,87.0,67.0,No Change,20.0,1.0
AC,25.38844585,76.03240285,0.62,25.95,94.0,52.0,No Change,33.0,4.0
AC,25.6225691,72.066778,0.08,26.5,83.0,73.0,No Change,4.0,1.0
NV,29.45009265,73.9092719,0.17,30.15,92.0,56.0,Cooler,35.0,19.0
NV,28.6000843,77.07266,0.04,29.6,91.0,59.0,Cooler,22.0,16.0
AC,25.4803936,67.208623,0.05,26.65,89.0,61.0,Cooler,12.0,2.0
NV,29.003220650000003,76.104175,0.04,29.85,94.0,54.0,Cooler,40.0,16.0
AC,25.82515905,70.769335,0.16,27.0,89.0,55.0,No Change,54.0,2.0
AC,25.2070389,67.25805,0.56,25.65,83.0,73.0,No Change,1.0,4.0
NV,29.02581735,75.77595500000001,0.7,29.85,90.0,59.0,Cooler,40.0,19.0
NV,28.13394355,74.02672999999999,0.06,29.05,90.0,56.0,Cooler,29.0,17.0
AC,25.78199675,72.10458235,0.1,26.85,83.0,73.0,Cooler,4.0,2.0
AC,25.72225665,63.998686250000006,0.13,25.95,91.0,57.0,No Change,16.0,2.0
AC,25.12966155,67.89088000000001,0.35,25.65,95.0,53.0,No Change,34.0,4.0
NV,27.07351905,79.363115,0.36,28.1,88.0,62.0,Cooler,7.0,19.0
NV,28.2296936,79.77403000000001,0.54,29.1,90.95917264,60.0,No Change,20.0,19.0
AC,25.74301335,73.34111730000001,0.86,26.25,91.0,57.0,Warmer,55.0,4.0
NV,28.10838415,67.471385,0.37,28.7,93.0,46.0,Cooler,43.0,19.0
AC,25.5228548,81.233565,0.39,26.1,95.0,51.0,No Change,35.0,4.0
AC,25.2951131,72.53571295,0.12,26.0,93.0,56.52934892,No Change,35.0,3.0
NV,27.832695,68.15968000000001,0.06,28.200000000000003,93.0,47.0,Cooler,43.0,16.0
AC,24.2068288,67.79967500000001,0.06,25.25,87.0,66.0,No Change,23.0,1.0
NV,26.3269892,76.14605789999999,0.38,27.35,89.0,61.0,No Change,20.0,18.0
NV,27.752233500000003,80.19243205000001,0.27,28.700000000000003,87.0,67.0,No Change,11.0,17.0
AC,25.6225691,72.066778,0.08,26.5,83.0,73.0,No Change,3.0,1.0
NV,26.48625645,74.276335,0.34,27.45,91.0,56.79489786,Cooler,27.0,18.0
AC,24.50745225,63.892345,0.03,25.6,92.0,54.03616543,No Change,59.0,1.0
AC,25.6632469,76.27038,0.44,26.25,90.0,58.0,Warmer,59.0,3.0
NV,28.33899975,78.517155,0.05,29.3,91.0,58.0,Cooler,36.0,17.0
AC,23.4386787,66.05906999999999,0.15,24.65,89.0,65.0,Warmer,47.0,1.0
NV,28.83379805,74.898025,0.12,29.700000000000003,93.58029734,55.0,Cooler,40.0,17.0
AC,24.69044305,69.27887,0.04,25.7,91.0,56.47476051,No Change,36.0,1.0
NV,28.5421238,77.79976500000001,0.03,29.65,91.0,58.0,Cooler,32.0,17.0
AC,24.50745225,63.892345,0.03,25.6,92.0,54.03616543,Cooler,60.0,1.0
AC,24.67073155,62.3186722,0.95,25.55,83.0,73.0,Cooler,5.0,4.0
NV,27.43472765,67.19831464999999,0.24,27.8,94.0,56.0,Cooler,40.0,17.0
AC,25.6408987,66.22472214999999,0.03,26.35,90.0,61.0,No Change,28.0,2.0
AC,25.6314656,67.09447,0.44,26.0,90.0,62.69769353,Cooler,48.0,3.0
NV,27.752233500000003,80.19243205000001,0.27,28.700000000000003,87.0,67.0,Cooler,8.0,17.0
NV,28.799171450000003,76.13997735,1.62,29.65,91.0,59.0,No Change,16.0,19.0
AC,25.75917055,75.22926000000001,0.25,26.6,90.0,61.05437018,Cooler,58.0,2.0
NV,27.28426425,77.54482999999999,0.08,28.1,90.0,57.89679308,Cooler,26.0,16.0
AC,25.03749245,75.901905,0.09,25.9,91.0,58.0,No Change,28.0,1.0
AC,24.6267538,64.140635,0.36,25.25,90.0,62.0,Warmer,20.0,4.0
AC,25.51388645,74.94691465,0.18,26.0,88.61178068,59.38821932,Cooler,41.0,3.0
AC,24.81651195,66.7278222,0.1,26.3,90.0,61.0,Cooler,40.0,2.0
AC,24.61979865,69.36933,0.16,25.8,91.0,55.0,Cooler,27.0,2.0
AC,24.8261671,70.32521215,0.11,25.55,93.0,54.0,No Change,33.0,2.0
AC,25.44734,67.6346027,1.04,25.85,91.0,60.0,Warmer,46.0,4.0
AC,25.0224695,62.74987635,0.81,25.0,89.0,62.0,Warmer,11.0,4.0
